YEAR,COUNTY,5.1_FUGITIVE_AIR,5.2_STACK_AIR,5.3_WATER
2017,LOS ANGELES,0,0,0
2017,BRAZORIA,19,4.6,0
2017,COLLIN,0.026,0.06,0
2017,LINN,0,379,0
2017,MORRIS,0,0,0
2017,ERIE,100,100,0
2017,ESSEX,390,719,0
2017,QUEENS,R,Pounds,0
2017,PROVIDENCE,0,9,0
2017,LA CROSSE,0,0,0
2017,COOK,R,Pounds,0
2017,GLOUCESTER,0,0,0
2017,BEXAR,0,0,0
2017,SOLANO,0,0,0
2017,ASHLEY,219749,218795,36390
2017,GASTON,0,0,0
2017,LOGAN,30,0,0
2017,CALCASIEU PARISH,0,1533,0
2017,ROANOKE (CITY),9656,25,0
2017,LINN,5,183021,0
2017,OCEAN,5,4232,0
2017,PIMA,5,5,0
2017,ST CLAIR,0,0,0.22
2017,HARRIS,0,6.3461,0
2017,MERCER,0,8,0
2017,SPOKANE,0,0,0
2017,GWINNETT,0,10742,0
2017,CACHE,0,0,0
2017,DANE,0.1173,0,0
2017,MILWAUKEE,0,0,0
2017,CLARK,471,0,0
2017,MONROE,0,0,0
2017,MURRAY,2.98,0,0
2017,JEFFERSON,0,0,0
2017,DANE,0,0,0
2017,HERTFORD,0,0,0
2017,SALT LAKE,674,2590,368
2017,SEDGWICK,0.4,0.29,0
2017,GREGG,64,210,0
2017,LE FLORE,1,146,0
2017,WOODBURY,4,17,0
2017,ASHLEY,0,0.00017,0
2017,ELK,20,347.32,0
2017,DUBUQUE,0,0.03,0
2017,POTTAWATTAMIE,0,10528,0
2017,PENNINGTON,0.012,25.8,0
2017,LINN,383,216,0
2017,JEFFERSON,0,0,0
2017,CERRO GORDO,0,9329,0
2017,DALLAS,117.37,0,0
2017,MONTGOMERY,2.2,0,0
2017,MUSKEGON,0,0,0
2017,WAYNE,14,0,0
2017,MONONGALIA,0.2,0,0
2017,WAUKESHA,0,795,0
2017,CLARK,40,1100,0
2017,HARRIS,20,3281,0
2017,REDWOOD,194663,0,0
2017,BOONE,0,78,0
2017,ROCKINGHAM,0,0,0
2017,ASHLEY,0,644,168472
2017,LOS ANGELES,170,100,0
2017,WAUKESHA,R,Pounds,4932.6
2017,JUNEAU,27,4,0
2017,HARRIS,0,48,0
2017,NEW HAVEN,2,7,0
2017,CAMBRIA,2,19,0
2017,SARASOTA,0.29,0.1,0
2017,STANISLAUS,0,0,0
2017,STARK,0,0,104
2017,ST LOUIS,5,250,0
2017,BELL,18,3454,0
2017,ALLEGHENY,Pounds,0,0.006
2017,LORAIN,5,13,0
2017,HOPEWELL (CITY),0,0.0010586,0
2017,MULTNOMAH,0,0,0.1
2017,CARTER,72,29,0
2017,O'BRIEN,0,0,0
2017,WHITFIELD,0,0,0
2017,HARRIS,0,0,0
2017,BRISTOL,0,0,0
2017,HAMILTON,0,0,0
2017,OAKLAND,0,0,0
2017,GEORGETOWN,R,Pounds,0.4
2017,WASHINGTON,0,0,0
2017,STARK,0,5,0
2017,ST BERNARD PARISH,0,10,0
2017,WASHINGTON,7,693,0
2017,GREENE,0,0.0036,0
2017,LAURENS,250,0,0
2017,PREBLE,0,0.0026,0
2017,MADISON,0.25,0.5,0
2017,LE FLORE,244,0,0
2017,OWYHEE,0,0,0
2017,ST BERNARD PARISH,15,2178,0
2017,BALTIMORE (CITY),16.2,965,0
2017,ASHTABULA,0,110,0
2017,DALLAS,1594.7958,4353.9047,0
2017,MARICOPA,58.6,290.6,0
2017,MECKLENBURG,0,0.0209,0
2017,VICTORIA,0,0,0
2017,HORRY,0,0,0
2017,YAVAPAI,46.8,2.6,0
2017,LAFAYETTE PARISH,1149,274,0
2017,NORTHWEST ARCTIC,0,0,0
2017,WILL,0,0,0
2017,SAGINAW,0,2,0
2017,NEWBERRY,5,5,0
2017,MILWAUKEE,5,0,0
2017,WASHINGTON,7,693,0
2017,BUTLER,R,Pounds,0.229
2017,HARRIS,0,0,251.7
2017,GRAFTON,0,0,0
2017,DE WITT,5,63388,0
2017,CALCASIEU PARISH,2332,1158,60
2017,JEFFERSON,0,0,0
2017,WAUKESHA,0,436,0
2017,LANGLADE,0,0,0
2017,TOOELE,0,0,0
2017,EAST BATON ROUGE PARISH,2309,6262,0
2017,BOTETOURT,0,0,0
2017,PORTAGE,5,0,18
2017,BARTHOLOMEW,0,0.6,0
2017,HARRIS,0,66939,0
2017,CLARK,0,0.3,0
2017,MADISON,0,2700,0
2017,BOONE,0,0,0
2017,EAST BATON ROUGE PARISH,34,1900,500
2017,OUACHITA PARISH,0,0,0
2017,MAHONING,272,155,0
2017,ST LAWRENCE,0,0,0.1
2017,CONTRA COSTA,0,0,0
2017,BERKS,0,67.89,0
2017,JEFFERSON,0,0,0
2017,ST JOSEPH,0,0,0
2017,BALDWIN,0,0,0
2017,PERSON,0,3.6,0
2017,STANISLAUS,0,0,0
2017,CALCASIEU PARISH,0,2,558
2017,HARRIS,422,388,0
2017,LOGAN,0,0,0
2017,LYCOMING,250,0,0
2017,LE FLORE,0,0,0
2017,RANKIN,24100,0,0
2017,DARLINGTON,R,Pounds,21867
2017,WICHITA,3,0,0
2017,SUMMIT,0,0,0
2017,PERSON,4,340,80
2017,JEFFERSON,12,640,0
2017,GEORGETOWN,240,17246,2921
2017,HAMILTON,0,0,0
2017,HAMILTON,5,706,0
2017,SALT LAKE,60,108,500
2017,LIBERTY,250,250,5
2017,EAST BATON ROUGE PARISH,6300,0,0
2017,BRAZORIA,Pounds,23407,92045
2017,HARRIS,0,0,4.1
2017,ST CLAIR,0,0,0
2017,LYCOMING,250,0,0
2017,EAST BATON ROUGE PARISH,5800,2600,0
2017,STEUBEN,0,0,0
2017,GASTON,0.54,0,0
2017,ROCKINGHAM,0,0,0
2017,GRANT,1,1,0
2017,LORAIN,0,0,0
2017,PREBLE,0,1.3,0.11
2017,FRANKLIN,0,0,0
2017,BROOKE,201,97,0
2017,WASHINGTON,0,0.0347,3.4
2017,UNION,3,2,0
2017,SHELBY,0,7.802,0.08
2017,HIGHLANDS,25851.5,541.2,0
2017,YUMA,0,1600,0
2017,ELLIS,31.64,1.04,0
2017,MADISON,0,0,0
2017,DICKSON,5,5,0
2017,CALCASIEU PARISH,3914,59557,0
2017,MIDDLESEX,0,0,0
2017,COBB,30,410000,200
2017,LOS ANGELES,0,0,0
2017,NORTHWEST ARCTIC,34.5,0.16,6
2017,MERCER,69,88,0
2017,GEORGETOWN,0,356,28478
2017,CAMBRIA,0,4495,0
2017,HARRIS,Pounds,0,0
2017,FRANKLIN,412,56.1,0
2017,CADDO PARISH,0,0.5,0
2017,JOHNSON,520,16591,0
2017,HARRIS,0,0,0
2017,COVINGTON,10180,0,23
2017,CALCASIEU PARISH,Pounds,565,1111
2017,BRAZORIA,264,7270,0
2017,MONTGOMERY,0,0,0
2017,GASTON,750,7876,0
2017,PEORIA,25,73,0
2017,HARRIS,R,Pounds,1668
2017,LAKE,0,0,0
2017,ST JOSEPH,0,3,0
2017,CUMBERLAND,1,2,0
2017,FLOYD,0,0,0
2017,HOPEWELL (CITY),0,6808.54,0
2017,MILWAUKEE,5,0,0
2017,ALLEGHENY,0.1,26.9,0
2017,ELLIS,0,1.22,0
2017,WESTCHESTER,0,91.69,0
2017,GWINNETT,20,5,0
2017,HAMILTON,169,109,0
2017,SUFFOLK,6,770,0
2017,WASHINGTON,1,0,0
2017,WAYNE,0,0,0
2017,DUPAGE,1554,0,0
2017,ESCAMBIA,0,0.0004385,0.0028687
2017,EL PASO,0,0,0
2017,PITTSBURG,30,650,5
2017,CHRISTIAN,0.039259,0.876,0
2017,TULSA,0,0,0
2017,MUSKEGON,33,0.1,0
2017,FOND DU LAC,0,0,0
2017,WILLIAMSON,0,0,0
2017,CHEROKEE,0,0,0
2017,NEOSHO,210,4566,0
2017,HALL,0,0.0003919,0
2017,BUFFALO,1404.7,4576,0
2017,KENT,31.5,29.1,1.9
2017,COWLITZ,0,4.8,0.29
2017,FRANKLIN,0,0,0
2017,KINGS,0,59.3,0
2017,WAYNE,0,0.23,0
2017,ELKHART,16270,0,0
2017,MERCER,0,992,0
2017,LAPORTE,223,124,0
2017,CONTRA COSTA,481.1,0,0
2017,COOK,5,5,0
2017,BRAZORIA,0,28350,160
2017,CLAYTON,0,0,0
2017,WAUKESHA,0,0,0
2017,DALLAS,1526,59,0
2017,HARRIS,250,880,0
2017,OWYHEE,6,10,0
2017,CALHOUN,598,0,0
2017,PERSON,1,86,200
2017,FRANKLIN,0,225,0
2017,ALLEGHENY,0,0,0
2017,SAUK,3435,9969,37
2017,FAIRFIELD,0,891,0
2017,NEW HAVEN,0,0.0004,6.02
2017,SAN DIEGO,0,0,0
2017,TARRANT,0,0,0
2017,JUNEAU,3,3,196
2017,JEFFERSON,0,560,0
2017,BUCKS,654,0,0
2017,GALVESTON,1100,20000,0
2017,WAYNE,0,0,0
2017,HARRIS,5,0,0
2017,GLOUCESTER,2.58,1072.58,0
2017,DALLAS,0,0,0
2017,THE WOODLANDS,Pounds,5,1460
2017,WILL,0.0230234,0,0
2017,DARKE,0,0,0
2017,WYANDOTTE,8,0,0
2017,CHESTER,0,0,0
2017,ROCKINGHAM,0,0,76836
2017,IBERVILLE PARISH,5,175,0
2017,ROGERS,0,0,0
2017,POTTAWATTAMIE,4.65,1127.64,0
2017,ST LOUIS,20,0,0
2017,DYER,0,0,0
2017,JACKSON,0,11598,0
2017,WASHINGTON,0,7861,0
2017,FRANKLIN,0,0,0
2017,YUMA,5,12516,0
2017,WASHINGTON,920,600,29
2017,OGLE,4557,86583,8
2017,COOK,7,149,0
2017,MERCER,0,0,0
2017,CONTRA COSTA,5,5,0
2017,ALAMEDA,0,0,0
2017,WASHINGTON,5,1.8,0
2017,TALLADEGA,24,95,0
2017,DALLAS,0,5457,0
2017,COBB,0,0,0
2017,PUTNAM,0,0,130
2017,CERRO GORDO,24163,0,0
2017,LOS ANGELES,0,0,0
2017,ST CLAIR,992,4951,0
2017,CLARK,0,730,0
2017,MADERA,0,5,0
2017,CHATHAM,0,0,0
2017,LICKING,0,0,0
2017,DALLAS,0,0,0
2017,WORCESTER,1.4,0,0
2017,ALLEGHENY,3.2,12.8,0
2017,PROVIDENCE,0,0,0
2017,JACKSON,0,0,8
2017,TUSCARAWAS,500.2,301786.1,83.3
2017,HUMPHREYS,0,0,0
2017,SUFFOLK,1,6000,0
2017,ROGERS,0,2863.85,0
2017,WASHINGTON,460,13000,150
2017,ST LOUIS,1,1,0
2017,ST CLAIR,381,1900,0
2017,SANTA CLARA,0,0.5,2.1
2017,LAKE,130.39,0.02,0
2017,YORK,0,0,0
2017,GORDON,0,0,0
2017,RIPLEY,R,Pounds,1776
2017,STEUBEN,0,0,0
2017,IREDELL,0,0.0049,0
2017,POLK,71,8,0
2017,SULLIVAN,0,0,0
2017,EAST BATON ROUGE PARISH,18000,5600,0
2017,LORAIN,5,5,0
2017,ALLEGHENY,0,45.6,0
2017,FULTON,0,0,0
2017,POLK,0,0,0
2017,JEFFERSON,22,1,0
2017,MONTGOMERY,0.092,9.2,0
2017,POTTAWATTAMIE,0,4664,0
2017,OWYHEE,1,2,0
2017,POTTAWATTAMIE,506.67,3057.17,0
2017,OAKLAND,3.46,3.81,0
2017,YORK,133147,120273,0
2017,HARDIN,0,1400,0
2017,ESCAMBIA,0,2.5,0.3
2017,HAMILTON,0,740,0
2017,ROGERS,13.3,10.6,0
2017,OKLAHOMA,250,250,0
2017,BENTON,106,2022,0
2017,CALCASIEU PARISH,23,807,40
2017,SMITH,640,23000,0
2017,COOK,0,0,0
2017,ELLIS,152.8,13.05,0
2017,HANCOCK,14725,0,0
2017,MARATHON,0,0,0
2017,HAMILTON,0,346,0
2017,MARION,1000,64880,0
2017,LOS ANGELES,130,250,0
2017,MASON,Pounds,615.54,2.39
2017,GUILFORD,1187,793,0
2017,WHITFIELD,0,0,0
2017,GUILFORD,377,283,0
2017,FAYETTE,0,7.37,0.76
2017,HARRIS,0,3.3,0
2017,WESTMORELAND,5.82,0.75,0
2017,ELMORE,0,0,0
2017,FRANKLIN,2,0,0
2017,NEMAHA,20,59,0
2017,ST CHARLES PARISH,0.13,0,0
2017,PENNINGTON,1,9,0
2017,KENOSHA,5,0.007,5
2017,KNOX,1.09,0.014,2.94
2017,MADISON,0.2,0,0
2017,TULSA,0,0,0
2017,WAUSHARA,170,0,0
2017,WAYNE,200,200,0
2017,DALLAS,4,2,8
2017,HAMILTON,0,0,0
2017,WHITFIELD,0,0,0
2017,GLOUCESTER,0,3,0
2017,AUDRAIN,3129,110,0
2017,WAUKESHA,63,705,0
2017,SALINE,40.4,0,0
2017,BURKE,0,0,0
2017,DEKALB,3012,3955,0
2017,BRAZORIA,6672.7,6936.3,0
2017,KING,14000,130000,0
2017,ROCKINGHAM,2960,0,0
2017,YAVAPAI,2100,750,5
2017,DELAWARE,0,0,0
2017,SAN DIEGO,1800,15000,0
2017,JUNEAU,1,0,0
2017,BERTIE,585341.03,11103.15,0
2017,WYANDOTTE,0.06,0.05,0
2017,BUCKS,854,0,0
2017,ASHLEY,12,0,4421
2017,HARRIS,25838,3474,1375.8
2017,ROGERS,0,0,0
2017,MONMOUTH,0,0,0
2017,DARKE,250,250,0
2017,EAST BATON ROUGE PARISH,310,44,0
2017,MESA,300,2300,0
2017,ESSEX,166,355,0
2017,SAN DIEGO,0,0,0
2017,HAMPDEN,0,0,0
2017,PIMA,0,0,0
2017,ROGERS,12.5,4.67,0
2017,ST CLAIR,Pounds,0,0
2017,EAST BATON ROUGE PARISH,Pounds,2277,4
2017,MARATHON,0,1275,0
2017,ORANGE,0,0,0
2017,MORRISON,0,0,0
2017,WASHINGTON,0,290,100
2017,JACKSON,73081,0,0
2017,BRAZORIA,2100,8700,0
2017,LORAIN,5,180,5
2017,MUSCATINE,0,0,0
2017,MUSKEGON,0.09,5,0
2017,MONTGOMERY,102,10215,0
2017,JACKSON,0,0,0
2017,COOK,0,0,0
2017,CONTRA COSTA,0.65,0,0
2017,WASHINGTON,0,0,0
2017,MIDDLESEX,0,0,0
2017,FRANKLIN,0,44.9,0
2017,SAN DIEGO,0,0,0
2017,WASHINGTON,0,2000,0
2017,HARRIS,0.11,0,1.02
2017,MADISON,0,7,0
2017,MONROE,0,0,0
2017,TANGIPAHOA PARISH,250,0,0
2017,MONROE,454,1106,0
2017,RUTHERFORD,0,499,351
2017,JEFFERSON,0,0,0
2017,SUMMIT,250,250,0
2017,KOSCIUSKO,177.4,532.2,0
2017,NEW LONDON,0.15,0,0.6664
2017,APACHE,0,1209,0
2017,AUDRAIN,12948,138,0
2017,BRISTOL,221,10850,0
2017,ERIE,R,Pounds,25899.35
2017,OAKLAND,26.5,0.03,0
2017,LOS ANGELES,2,6,0
2017,ELK,0,21.16,0
2017,YORK,0,0.0008057,0
2017,PIERCE,0.0000013,0,0.0001654
2017,MESA,Pounds,10,6053
2017,TAZEWELL,1,143,0
2017,COOK,1,12,0
2017,ST LOUIS,0,0,0
2017,LAUDERDALE,0,0,0
2017,BRAZORIA,0,646,0
2017,MORRISON,0,0,0
2017,GALVESTON,2200,2100,0
2017,JEFFERSON,2301,2257,0
2017,SENECA,0,0,0
2017,HARRIS,0,0,0
2017,FAYETTE,20,2041,0
2017,SAN PATRICIO,5,178,0
2017,GALVESTON,220,100,0
2017,FORSYTH,0,0,0
2017,BUCKS,6,0,0
2017,HAMILTON,0,0,0
2017,MERCER,0,0,0
2017,WOODWARD,0,0,0
2017,MERCER,20,0,0
2017,EAU CLAIRE,8,0,0
2017,BUTLER,1.153,81.044,0
2017,WARREN,0,0,0
2017,WASHINGTON,2400,6,4
2017,ALLEGHENY,2498,0,0
2017,MARATHON,0,0,29100
2017,YAVAPAI,750,0,0
2017,PUTNAM,20000,15000,39
2017,CRISP,0.00183,0,0
2017,CUYAHOGA,Pounds,0,0
2017,VERMILION PARISH,R,Pounds,200
2017,LINN,5,9464,0
2017,RIVERSIDE,0,0,0
2017,OWYHEE,1,2,0
2017,OWYHEE,2,3,0
2017,CHESTER,0,734,0
2017,MADISON,0,0,0
2017,LINN,5,126009,0
2017,JOHNSTON,460,270,0
2017,WASHINGTON,0,2,0
2017,SENECA,0,2781,0
2017,TAZEWELL,0,0,0
2017,ESSEX,5,5,275
2017,PLYMOUTH,30,90,0
2017,ELKHART,1822,0,0
2017,JEFFERSON,R,Pounds,5
2017,HAMILTON,0,0,0
2017,LOS ANGELES,81,6,0
2017,JEFFERSON,3298,2296,0
2017,MADISON,0,0,0
2017,DYER,0,0,0
2017,COPIAH,0,0,0
2017,COLLIN,0,105,0
2017,SEDGWICK,0,16810.3489,0
2017,ST LOUIS,0,0,0
2017,COOK,0.430771,4.864175,0
2017,LOS ANGELES,0,0,0
2017,BRAZORIA,50,52000,3263
2017,HAMILTON,0,0,0
2017,MASON,12903.39,14273.44,0
2017,FAIRFIELD,0,0,0
2017,NUECES,R,Pounds,0.203
2017,BRAZORIA,R,Pounds,0
2017,MONTGOMERY,0,32763,0
2017,JEFFERSON,1412,309,0
2017,COOK,6,59,0
2017,CAMBRIA,0,384,0
2017,MARION,0,1163.52,0
2017,UNION,1,1.21,0.31
2017,COLUMBIA,0,0,0
2017,SAN BERNARDINO,1757.7019,790.9659,0
2017,HILLSBOROUGH,5,0,0
2017,SENECA,0,0,0
2017,LE FLORE,0,0,0
2017,RIPLEY,0,1.84,0
2017,DALLAS,0,0,0
2017,COWLITZ,0,0.0018919,0
2017,STATE COLLEGE,Pounds,0,0
2017,CHESTER,0,1.1,0
2017,WASHINGTON PARISH,0,16.2,0
2017,HARRIS,500,400,0
2017,STANISLAUS,0,0,0
2017,HARRISON,0,0,0
2017,COLLIN,0,0.4,0
2017,MACON,0.13,3.5,0
2017,MARION,4,0,0
2017,LOS ANGELES,0.000005,0,0
2017,LOS ANGELES,23.48,3138.5,0
2017,CASS,0.00003,0.004,0
2017,COOK,0,39,0
2017,CHESTER,654,167,0
2017,TAZEWELL,373,0,4322
2017,OWYHEE,28,50,0
2017,IRON,0.01,0.01,99.6
2017,REDWOOD,307,0,0
2017,CODINGTON,442,8400,0
2017,COLLIN,5,5.83,0
2017,YORK,5,5,0
2017,FULTON,0.000299,0,0
2017,PENNINGTON,0,0,0
2017,TAZEWELL,0,939,162
2017,ALLEGHENY,0,0,0
2017,FLOYD,13,900,0
2017,MARICOPA,367.19,1101.56,0
2017,ST LOUIS,0,0,0
2017,SMITH,0.003,0,0
2017,BRAZORIA,2843,80,0
2017,COOK,0,0,0
2017,TIFT,100,10501,0
2017,NEW LONDON,0,0,0
2017,YAVAPAI,1600,0,0
2017,LOS ANGELES,0,0.01,0
2017,GEORGETOWN,5,11426,0
2017,HARTFORD,250,5,0
2017,WASHINGTON,250,0,0
2017,LOS ANGELES,Pounds,0.0825,0.1925
2017,MARSHALL,12558,0,5947
2017,ANOKA,0,7,0
2017,ALLEGHENY,R,Pounds,250
2017,NEW HAVEN,R,Pounds,0
2017,MERCER,2150,0,0
2017,AUDRAIN,222,154,0
2017,HAMILTON,5,5,0
2017,ROANOKE (CITY),R,Pounds,853
2017,FAYETTE,364,65,0
2017,HARRIS,1109,458,0
2017,RILEY,0,0,0
2017,GALVESTON,R,Pounds,90
2017,BOONE,0.5,0.5,0
2017,LIVINGSTON,250,5,0
2017,LOS ANGELES,0,0.3,0
2017,FAYETTE,11,1127,0
2017,YORK,0,0,0
2017,ST JOSEPH,0,12,0
2017,ST JOSEPH,0,1,0
2017,BURLINGTON,0.2,0,0
2017,MACOMB,0,0,0
2017,WAUSHARA,0,0,0
2017,CONTRA COSTA,0,250,0
2017,BERNALILLO,11.04,0,0
2017,ASHLEY,351,11026,8421
2017,DALLAS,0,0,0
2017,KANE,0,4,0
2017,HARRIS,1193,0,0
2017,BUCKS,0,0,0
2017,WELD,0,284,0
2017,FAYETTE,0,0,0
2017,CLEARFIELD,7,1687,0
2017,MERCER,R,Pounds,201
2017,WINNEBAGO,0,0,0
2017,DES MOINES,0,0.0005313,0
2017,FLOYD,0.01314,0,0
2017,HARRIS,25,18,3
2017,LICKING,250,250,5
2017,YORK,0,0,264
2017,EAST BATON ROUGE PARISH,NO,R,Pounds
2017,WASHINGTON,4000,1900,0
2017,ROGERS,0,0,0
2017,ELKHART,A,Pounds,0
2017,BRAZORIA,158,0,0
2017,SHELBY,250,750,0
2017,HANCOCK,0.86,3.4,1.26
2017,ROGERS,R,Pounds,0
2017,CUSTER,507,251,0
2017,WOODBURY,3,11,0
2017,ST LOUIS,156,266,0
2017,ELLIS,0,10813,0
2017,DARKE,0,0,0
2017,CUMBERLAND,40,51,0
2017,GREENVILLE,5,250,0
2017,SCOTT,0,0,0
2017,JACKSON,0,0,0
2017,SCOTT,55.25,0,0
2017,CRAWFORD,0,0,0
2017,CHATHAM,0,0.3,0
2017,JOHNSTON,R,Pounds,0
2017,WASHINGTON,0,3,0
2017,LOS ANGELES,200,230,0
2017,STARK,0,0,0
2017,MERCER,249000,207,0
2017,MERCER,212000,82,0
2017,MARION,0,942,0
2017,ROGERS,0,0,0
2017,LOS ANGELES,R,Pounds,0
2017,HARRIS,0,90,0
2017,EAST BATON ROUGE PARISH,23274,5875,8090
2017,PENDLETON,0,0.0028883,0
2017,HOPEWELL (CITY),0,665,0
2017,MADISON,420,720,0
2017,WASHINGTON,1,9,0
2017,BUTLER,0.001,0.001,0
2017,COOK,0,0,0
2017,FRANKLIN,0,0,0
2017,MADISON,0,9,0
2017,GREENE,94,0,0
2017,OWYHEE,4,6,0
2017,FORREST,0,260,0
2017,NEW HAVEN,1,3,0
2017,ROGERS,0,24.22,0
2017,HARRIS,0,603,0
2017,HARRIS,26,205,0
2017,HARRIS,0,569,0
2017,HARRIS,0,0,2.94
2017,COOK,0,148,0
2017,HARRISON,5,16,0
2017,MOBILE,0,32000,0
2017,SILVER BOW,21,46,5
2017,LOS ANGELES,9455,191.79,0
2017,COCKE,8501.13,41.41,0
2017,MADISON,0,2,0
2017,TUSCARAWAS,0,0,0
2017,LOS ANGELES,571,0,0
2017,HARRIS,0.036,0.0029,0.00501
2017,PENOBSCOT,5,5,0
2017,STEUBEN,0,0,0
2017,MARSHALL,21202,2499.74,76
2017,MESA,144,6500,0
2017,COWLITZ,0,19,50
2017,ALLEGHENY,1290,187,0
2017,FRANKLIN,260,380,0
2017,FRANKLIN,R,Pounds,110
2017,IBERVILLE PARISH,490,30,0
2017,JUNEAU,0,0,0
2017,CALHOUN,0,77,0
2017,MONTGOMERY,0,3740,0
2017,NIAGARA,0,9,0
2017,MONTGOMERY,343,1873,0
2017,WILL,0,0,0
2017,BRAZORIA,4200,7300,0
2017,WOODBURY,4,16,0
2017,OGLE,Pounds,0,0
2017,WAUKESHA,2908,0,0
2017,SARPY,0,0,0
2017,YORK,0,0,0
2017,CHESTER,0,2080,0
2017,TIOGA,0,0,0
2017,JEFFERSON,11,0,0
2017,CAROLINE,0,0,3.45
2017,CATAWBA,0,0,0.7
2017,EAST BATON ROUGE PARISH,2200,2000,2
2017,CONVERSE,151,750,0
2017,DEKALB,0,0,0
2017,EAST BATON ROUGE PARISH,2,10,0
2017,MIDDLESEX,0.1,0.2,0
2017,WEBER,0,0,0
2017,LOS ANGELES,40,0,0
2017,HENDERSON,0.1,2,0
2017,GREENVILLE,0,0.35,5
2017,ALLEGHENY,22,38,0
2017,SAN DIEGO,0,0,0
2017,ROGERS,0,0,0
2017,DENVER,0,0,0
2017,CLAY,0.000222,0.6232654,0
2017,CRAIGHEAD,0,0.0006,0.057
2017,MERCER,27,57,0
2017,WARREN,0,0,0
2017,CUYAHOGA,5,5,0
2017,CAROLINE,0,0,0
2017,PREBLE,0,6,0.1
2017,MARENGO,2.93,527.71,0
2017,LE FLORE,0,0,0
2017,CAMBRIA,0,0.0021535,0
2017,BURLEIGH,0.0261,0.0261,0
2017,PERSON,0,0.04,0.00003
2017,STARK,0,0,0
2017,LORAIN,1,40,0
2017,HUMPHREYS,12708,511,723
2017,VERMILION PARISH,90,325,0
2017,BROOKE,25,3,0
2017,WARREN,0,0,0
2017,EAST BATON ROUGE PARISH,7,61,48000
2017,NUECES,5,632,0
2017,BRAZORIA,R,Pounds,4.7
2017,ASHLEY,0,0.00047,0
2017,CALHOUN,370,140,0
2017,ASHLEY,0,0,0
2017,HARRIS,0,175,0
2017,EAST BATON ROUGE PARISH,Pounds,4400,3500
2017,DENVER,0,0,0
2017,ROGERS,0,0,0
2017,MARENGO,20.31,425.75,0
2017,JEFFERSON,5,0,0
2017,JEFFERSON,90,0,0
2017,CALCASIEU PARISH,0,7,22
2017,HAMILTON,0,0,0
2017,CLINTON,1.35,0,1.55
2017,PUEBLO,40,20,0
2017,HENDERSON,0,0,0
2017,WASHINGTON,5,3,0
2017,ALLEGHENY,0,0,0
2017,MARION,0,0,0
2017,BLACK HAWK,27.56,1.75,687.19
2017,BALTIMORE (CITY),R,Pounds,0
2017,ESCAMBIA,0,0,0
2017,LOS ANGELES,1.65,3.3,0
2017,WASHINGTON,5,0,0
2017,POLK,53,0.89,0
2017,MUSKEGON,0,991.35,0
2017,HARRISON,0,0,0
2017,MARATHON,0,44649,0
2017,CUMBERLAND,169,134,1
2017,LOS ANGELES,0,0.0001,0
2017,WASHINGTON,0.49,3035,0
2017,ST LOUIS,0,0,0
2017,DAKOTA,0,0,1
2017,BUTLER,1.1,136.4,0
2017,WHATCOM,0,0.0000282,0.0001943
2017,TUSCARAWAS,0,0,0
2017,SCOTLAND,0,39.1,5
2017,NOBLESVILLE,Pounds,0.00016,0
2017,ORANGE,0,0,0
2017,MERCER,0,0.000191,0
2017,SALINE,25017,3624,240
2017,GEORGETOWN,5,654,0
2017,ROGERS,0,0,0
2017,KNOX,8177.62,107.52,440.7
2017,GLOUCESTER,58,172,0
2017,FRANKLIN,0,13029.5,0
2017,REDWOOD,5,0,0
2017,COBB,0,0,0
2017,MONTGOMERY,0,0,0
2017,SAN DIEGO,3.54,0.001719,0
2017,CLEARFIELD,1,1617,0
2017,BENTON,13,0,0
2017,ORANGE,0,0,0
2017,SANDUSKY,700,14,0
2017,CAMBRIA,0,19,0
2017,POTTER,398.9,2030.4,0
2017,DE WITT,5,70111,0
2017,LANCASTER,0,0,0
2017,LORAIN,0,0,8
2017,BRAZORIA,0,0,0
2017,BEAVER,250,250,0
2017,SHAWANO,0,0,0
2017,POTTER,0,0,0
2017,MONROE,0,0,0
2017,HARRIS,0,0,0
2017,NEWBERRY,0,95160,0
2017,SONOMA,0,0,0
2017,SUFFOLK,2,788,0
2017,STARK,0,0,0
2017,MERCER,84,0,0
2017,SENECA,10,0,0
2017,HAMILTON,250,2400,0
2017,GREENE,0,287,0
2017,PRINCE GEORGE'S,0,0,0
2017,SALT LAKE,585,36424,0
2017,NORTHWEST ARCTIC,44.8,0.21,1203.02
2017,BOULDER,250,5,0
2017,ESSEX,0.11,0,0
2017,CHATHAM,0,0.2,0
2017,BARTHOLOMEW,151,0.9,0
2017,SKAGIT,0,0,0
2017,HARRIS,1620,101,0
2017,OWYHEE,3,5,0
2017,HARRIS,3867,3800,0
2017,MARICOPA,Pounds,0,0.0115
2017,COOK,0,0,0
2017,JOHNSTON,0,5,0
2017,BLACK HAWK,250,0,250
2017,ASHLEY,5,0,0
2017,SANTA CLARA,0,0,0
2017,HARDIN,40,0,640
2017,MONTGOMERY,0,1617,0
2017,OWYHEE,1,2,0
2017,MIAMI,5,0,0
2017,BURLINGTON,0,0,0
2017,BRAZORIA,0,0,0
2017,CUSTER,0,0,0
2017,ERIE,0,0,0
2017,CACHE,0,0,0
2017,HARRIS,5,0,0
2017,ST LOUIS,1,1,0
2017,WOODBURY,4454,440989,0
2017,MUSKEGON,0.469,24.56,0
2017,JEFFERSON,8876.9,0,1268.6
2017,GLOUCESTER,0,0,0
